Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
416,1,9,12,2,W,H,N,B,C,D,7,A,B,10,1,A,C,N,99,15,Y,15,A,2,34,1,9,1,Y,N,E,2,9
418,1,16,18,3,N,K,Y,B,B,E,2,H,B,20,1,A,J,Y,98,9,Y,9,A,1,28,1,8,6,Y,Y,E,1,2
420,1,2,14,4,C,K,N,B,B,E,12,J,B,15,1,N,N,N,98,6,N,19,A,2,40,1,17,3,N,N,A,2,5
421,1,8,20,2,C,K,Y,B,B,E,12,H,B,10,1,A,J,N,99,18,Y,17,A,2,40,1,5,3,Y,N,C,2,9
423,0,8,17,2,B,C,N,B,A,D,3,L,B,10,3,A,B,N,52,11,Y,5,C,2,37,1,18,1,Y,N,C,2,1
424,1,14,20,3,N,C,N,B,B,D,8,L,B,15,1,A,I,Y,67,26,N,5,C,2,37,1,25,4,Y,Y,E,2,1
428,1,6,13,4,B,A,N,B,B,D,12,B,B,15,1,A,B,Y,98,8,N,13,A,2,37,1,1,2,Y,Y,C,2,10
429,1,12,15,2,N,H,Y,B,B,E,8,H,B,10,1,A,K,N,41,10,N,14,B,1,40,1,1,7,Y,N,E,1,1
430,0,18,3,2,W,A,Y,B,A,D,7,B,B,20,1,A,I,N,63,6,Y,3,B,1,40,1,5,6,N,N,B,1,1
431,0,4,5,4,N,H,Y,B,B,E,3,H,B,15,1,A,N,N,38,12,Y,9,B,2,22,1,11,1,N,N,A,2,1
433,0,9,19,4,E,C,Y,B,B,D,12,L,B,10,3,A,E,N,66,13,N,12,A,2,25,1,6,1,N,N,A,2,5
435,1,3,12,2,N,K,N,B,B,E,7,H,B,15,1,A,R,Y,93,10,N,19,A,7,31,1,20,2,Y,Y,D,7,5
436,1,12,11,7,G,K,N,B,B,E,2,H,B,15,1,C,J,N,94,15,Y,11,A,2,31,1,21,6,Y,N,D,4,8
439,1,11,22,2,N,C,N,B,B,D,3,L,B,20,1,A,I,Y,41,13,Y,14,A,1,31,1,12,7,Y,Y,C,1,1
442,0,18,12,7,N,K,Y,B,B,E,12,H,B,10,1,A,K,N,26,10,N,13,A,1,25,1,16,6,N,N,A,2,4
444,0,18,17,4,B,H,Y,B,B,D,8,A,B,10,3,A,G,N,36,13,N,3,A,1,37,1,18,6,Y,N,E,2,3
446,0,19,5,3,N,A,Y,B,B,D,7,B,D,10,3,A,E,N,24,10,Y,7,B,2,28,1,17,4,N,N,A,2,1
448,1,7,21,2,E,D,Y,B,B,D,3,B,B,15,3,A,E,N,71,16,Y,3,B,2,22,1,17,2,N,N,A,2,1
452,0,8,7,2,C,H,N,B,B,D,12,A,B,10,3,A,E,N,53,18,N,10,A,2,37,1,18,3,Y,N,C,4,5
454,0,15,11,1,N,H,N,B,B,D,8,A,B,20,3,A,B,N,27,12,N,6,B,2,34,1,13,4,N,N,A,2,1
457,0,4,9,2,N,B,Y,B,B,D,8,B,B,15,1,A,B,N,57,8,N,3,C,2,28,1,25,4,Y,N,C,4,1
458,0,15,1,1,N,K,Y,B,B,E,12,H,B,10,1,A,R,N,30,16,N,6,A,2,40,1,20,4,Y,N,E,2,1
460,1,10,11,4,N,K,N,B,B,E,12,H,B,10,1,A,J,N,13,18,N,13,A,2,37,1,11,3,Y,N,E,3,3
462,1,6,16,2,S,I,Y,B,B,E,7,H,B,20,1,A,N,N,89,10,Y,21,A,2,40,1,21,4,Y,N,E,2,11
464,1,4,17,1,S,I,N,B,B,E,12,H,B,15,3,A,K,N,15,9,Y,21,A,2,40,1,20,6,N,N,E,1,1
465,1,4,8,6,N,K,Y,B,B,E,2,H,D,5,3,A,K,N,51,7,Y,6,A,3,40,1,18,6,Y,N,C,4,6
468,0,15,15,2,N,C,Y,B,B,D,12,B,B,20,1,A,A,N,17,10,Y,3,B,2,22,1,18,1,Y,N,E,5,1
471,0,16,1,1,N,K,N,B,B,E,12,J,C,10,3,C,R,N,35,12,N,7,C,1,40,1,8,6,Y,N,E,1,1
473,0,17,10,2,W,I,N,B,B,F,2,H,B,10,1,C,R,Y,96,9,N,10,A,2,22,1,11,7,Y,Y,E,2,3
474,0,17,5,3,N,K,Y,B,B,E,3,J,B,15,3,A,K,N,30,7,N,5,C,2,31,1,17,7,Y,N,E,5,1
475,0,8,13,3,N,B,N,B,D,B,3,B,B,10,1,A,B,N,86,12,N,5,A,1,34,1,20,3,N,N,A,1,2
476,1,3,16,7,C,C,Y,B,B,D,12,B,B,5,1,A,B,N,96,12,N,17,A,2,25,1,1,3,Y,N,C,2,8
478,1,19,7,5,N,C,N,B,B,D,12,B,B,10,1,A,D,N,46,18,N,10,B,1,25,1,12,4,N,N,A,1,1
479,1,17,2,2,H,K,N,B,B,E,8,H,B,15,3,A,K,N,52,8,Y,22,A,1,37,1,1,7,Y,N,E,1,12
480,1,5,20,2,B,A,N,B,B,B,7,B,B,10,1,A,E,N,46,10,N,11,A,2,37,1,7,6,N,N,A,2,8
482,1,17,4,1,B,K,N,B,B,E,7,J,B,20,2,A,K,N,49,7,N,17,A,1,28,1,18,1,N,N,A,3,12
483,1,8,10,2,W,I,N,B,C,E,3,H,B,10,2,A,R,N,60,12,N,17,A,2,25,1,21,7,Y,N,D,2,1
484,1,8,11,2,N,C,N,B,B,D,8,L,B,10,1,A,I,Y,100,18,N,16,A,2,40,1,19,4,Y,Y,E,4,4
486,0,13,17,6,N,H,Y,B,B,E,12,H,B,5,1,A,R,N,50,10,N,13,B,1,25,1,5,5,N,N,A,1,1
487,1,3,18,2,N,K,N,B,B,E,3,H,B,10,1,A,R,N,44,13,N,13,A,2,28,1,16,5,Y,N,E,2,11
488,1,14,20,2,N,K,Y,B,B,E,3,J,B,10,1,A,K,N,98,16,N,12,A,2,34,1,8,2,Y,N,C,4,9
489,1,13,19,4,N,C,N,C,B,D,3,B,B,15,1,A,E,N,91,16,N,15,A,3,40,1,18,7,Y,N,C,3,7
490,0,15,2,2,N,C,N,B,B,D,8,B,B,20,1,A,F,N,73,14,Y,14,B,2,34,1,8,6,N,N,A,2,1
491,1,6,18,6,W,A,N,B,B,D,12,E,B,20,1,A,B,N,100,8,N,15,A,2,31,1,18,6,N,N,E,2,11
493,1,2,17,3,C,A,N,B,B,B,7,B,B,20,3,A,B,N,52,15,Y,13,A,2,40,1,23,6,Y,N,E,4,1
495,0,8,4,3,N,C,Y,B,B,D,7,L,B,20,1,A,B,N,87,11,Y,9,A,2,28,1,22,6,Y,N,D,5,3
496,1,17,6,4,N,A,N,B,B,D,3,B,B,20,1,A,B,Y,78,8,N,7,A,2,25,1,14,4,Y,Y,E,2,4
498,0,6,15,3,N,A,Y,B,B,D,12,B,B,20,2,A,I,N,51,7,Y,12,A,3,40,1,21,2,Y,N,B,3,11
499,1,8,17,2,B,I,N,B,D,E,7,H,B,10,1,A,N,N,92,13,N,17,A,3,31,1,9,4,Y,N,D,3,10
500,1,7,15,2,N,K,Y,B,B,E,8,J,B,10,3,A,N,Y,82,12,N,14,A,1,22,1,18,3,Y,Y,C,3,9
501,0,5,3,2,C,B,Y,B,B,D,12,B,B,15,3,A,B,N,44,8,Y,3,B,2,37,1,7,6,N,N,C,3,1
502,1,18,18,6,B,H,N,B,B,E,2,I,B,20,3,A,K,N,50,9,Y,6,B,1,37,1,13,4,N,N,E,4,1
505,0,16,18,1,N,A,Y,B,B,D,8,B,B,20,3,A,B,N,59,10,Y,7,B,2,34,1,6,6,Y,N,D,4,1
506,1,19,1,1,N,A,Y,B,B,D,12,B,B,10,3,A,B,N,47,7,N,14,B,1,40,1,17,6,Y,N,C,1,1
508,1,19,5,3,N,C,N,B,B,D,8,B,D,20,1,A,D,Y,84,14,Y,12,A,1,34,1,12,3,Y,Y,E,2,4
510,0,13,7,2,N,C,N,B,B,B,3,L,B,10,1,A,I,N,65,19,N,8,A,2,37,1,6,1,Y,N,E,2,2
514,0,14,12,2,N,K,Y,B,B,E,12,M,B,10,3,A,R,Y,48,10,N,4,C,2,40,1,8,4,Y,Y,E,2,1
515,0,19,3,2,N,A,N,B,B,D,8,B,B,10,3,A,B,N,53,7,N,10,B,1,22,1,20,4,N,N,A,3,1
519,0,17,18,1,B,A,Y,B,B,D,12,B,B,10,1,A,I,N,15,8,N,3,B,2,37,1,4,4,N,N,A,3,1
520,1,9,18,1,B,I,N,B,B,E,8,H,B,20,1,A,K,N,93,17,Y,16,A,2,28,1,20,4,Y,N,E,2,10
521,1,19,3,2,N,K,N,B,D,E,8,H,B,10,1,A,M,N,36,8,N,2,C,1,37,1,17,4,Y,N,E,1,1
523,0,5,10,7,N,A,N,B,B,D,3,B,A,15,3,A,B,N,45,9,N,10,A,2,34,1,17,4,Y,N,E,2,1
524,0,14,17,3,B,I,Y,B,B,E,12,M,B,20,1,A,N,N,42,23,N,11,A,3,40,1,5,3,Y,N,D,3,3
528,0,18,6,4,N,B,N,D,B,D,8,B,B,5,1,A,A,N,53,8,N,4,C,2,40,1,17,3,Y,N,E,2,4
530,1,10,2,1,N,H,N,B,B,D,3,E,B,10,1,A,I,N,41,20,N,10,A,1,40,1,15,4,N,N,C,3,2
531,0,6,19,5,B,I,Y,B,B,E,2,H,B,15,1,A,K,N,69,8,N,15,A,1,34,1,20,4,Y,N,E,1,12
532,0,7,17,3,B,I,N,D,B,E,12,I,B,15,1,C,R,Y,50,12,Y,9,A,1,34,1,11,4,Y,Y,E,1,2
533,0,6,1,1,B,A,N,D,B,D,2,B,B,15,3,A,I,N,12,9,Y,3,A,2,34,1,5,5,Y,N,E,2,1
535,1,7,14,3,N,K,Y,B,B,E,12,H,B,10,1,A,R,Y,94,9,Y,13,A,2,34,1,14,2,Y,Y,C,2,10
536,1,10,15,6,N,C,N,B,B,D,8,L,C,20,1,A,I,N,49,21,Y,6,B,2,31,1,13,4,Y,N,E,2,1
537,1,1,23,1,C,K,Y,B,B,E,12,H,B,10,1,A,J,N,34,14,Y,9,A,3,40,1,21,7,Y,N,C,4,6
539,0,14,18,4,N,C,N,B,B,D,8,B,B,10,1,A,B,Y,67,15,N,12,A,6,28,2,3,4,Y,Y,C,7,2
545,1,1,23,4,N,B,Y,B,C,D,8,L,B,10,1,A,I,N,33,25,N,14,A,2,34,1,21,5,N,N,A,2,1
548,1,4,11,4,N,K,Y,B,B,E,8,H,B,20,1,C,J,N,50,12,N,3,A,2,31,1,16,6,Y,N,C,2,1
549,0,1,8,3,C,A,N,B,B,D,2,A,B,10,4,A,I,N,28,18,N,12,B,2,25,1,21,7,N,N,E,1,1
551,1,7,15,2,N,K,N,B,B,E,3,I,C,15,1,A,K,N,75,7,N,20,A,2,37,1,9,4,Y,N,E,2,2
552,0,19,12,6,W,C,N,B,B,D,3,L,B,10,1,A,E,N,90,12,N,12,A,4,40,1,8,5,Y,N,E,4,10
553,0,11,8,3,N,C,N,B,B,D,2,L,B,20,1,A,I,Y,77,12,N,5,A,4,25,2,18,7,Y,Y,E,6,4
555,1,16,8,2,B,H,N,B,B,E,12,H,B,15,1,A,R,N,32,9,N,4,B,2,37,1,2,5,N,N,A,4,1
557,1,7,16,2,N,A,Y,B,B,D,8,B,B,20,3,A,I,N,62,8,Y,8,A,2,22,1,25,6,Y,N,C,3,7
561,1,16,7,5,W,B,Y,B,B,D,3,B,B,15,1,A,B,N,42,11,N,11,A,2,40,1,24,5,Y,N,C,2,5
562,1,6,16,2,B,A,N,B,B,D,8,A,B,10,1,A,I,N,53,8,N,7,B,1,28,1,10,2,Y,N,E,1,1
563,1,4,11,2,N,H,N,B,B,D,2,B,B,10,1,A,B,N,97,12,Y,11,A,2,31,1,10,1,Y,N,C,4,6
569,1,4,11,2,N,A,Y,B,B,D,7,B,B,10,1,A,B,N,41,8,N,11,A,2,40,1,2,3,Y,N,C,3,8
572,0,14,19,2,N,H,Y,B,A,D,3,B,B,20,1,A,E,N,84,11,N,6,C,2,31,1,19,3,Y,N,E,2,1
573,1,16,3,2,B,K,Y,A,B,F,7,N,B,15,2,A,R,Y,70,7,N,8,C,3,40,1,11,6,Y,Y,E,3,1
574,1,5,7,2,B,A,N,B,B,D,8,B,B,15,1,A,B,Y,46,7,N,12,C,2,40,1,10,6,Y,Y,E,2,5
577,0,5,6,4,B,A,N,B,B,D,12,B,B,15,3,A,G,N,81,9,Y,14,A,2,40,1,7,6,Y,N,E,2,2
578,1,5,16,2,N,K,N,B,C,E,12,H,B,15,1,D,R,Y,27,8,Y,9,A,2,40,1,5,7,Y,Y,E,2,1
579,0,6,17,3,B,K,N,B,B,E,8,H,B,15,1,A,J,Y,76,11,N,11,C,1,31,1,20,4,Y,Y,E,1,3
580,1,12,22,6,N,K,N,B,B,E,8,J,B,10,2,A,N,N,94,17,Y,13,A,2,25,1,5,6,Y,N,E,2,10
581,0,18,12,1,N,B,N,B,B,D,8,B,A,10,1,A,B,N,22,7,N,17,A,2,40,1,16,4,N,N,E,1,6
582,0,7,12,3,B,A,Y,B,B,D,3,B,B,10,1,A,B,N,64,9,Y,11,A,2,22,1,24,3,Y,N,E,2,4
583,1,8,17,3,B,C,N,B,B,D,3,B,C,10,1,A,B,N,87,14,N,9,C,2,25,1,18,3,Y,N,E,2,1
584,1,13,18,5,N,B,Y,B,D,D,3,L,B,15,1,A,D,N,89,16,Y,6,A,2,28,1,20,7,Y,N,E,2,5
587,0,12,13,5,N,C,Y,B,B,D,12,B,B,15,1,A,B,N,71,10,Y,13,A,2,37,1,5,4,N,N,A,2,10
588,1,2,12,5,N,A,N,B,B,D,12,L,D,15,1,A,E,N,54,11,N,13,A,2,31,1,20,3,Y,N,E,2,2
592,0,19,6,4,N,H,N,B,B,E,7,H,B,15,1,A,M,N,33,14,Y,10,B,1,31,1,4,2,N,N,A,3,1
602,1,19,21,1,N,B,N,B,B,D,8,B,B,20,1,A,E,N,57,22,Y,8,A,1,34,1,9,4,N,N,A,1,3
603,1,19,18,5,S,A,N,B,B,D,12,B,B,10,1,A,I,N,74,9,N,14,A,2,25,1,21,1,N,N,A,2,4
604,1,13,21,5,W,I,Y,B,B,E,12,H,B,10,1,A,Q,Y,93,16,N,10,A,2,40,1,16,3,Y,Y,C,3,5
605,1,5,7,4,C,K,Y,B,B,E,8,J,B,5,1,A,K,Y,73,7,N,13,C,2,40,1,19,3,Y,Y,E,2,5
606,1,7,17,4,B,I,Y,B,B,E,3,J,B,20,3,A,K,N,63,14,Y,11,A,2,40,1,16,3,N,N,A,2,5
607,0,13,18,2,B,A,N,B,B,D,12,B,B,20,3,A,I,N,65,9,Y,22,A,2,34,1,10,1,Y,N,E,2,11
608,1,3,19,2,B,H,Y,B,B,D,3,L,A,15,1,A,A,N,57,16,N,5,B,1,28,1,15,6,N,N,A,1,1
610,0,16,8,3,N,H,N,B,B,E,8,J,B,15,1,A,K,N,51,10,N,3,B,1,34,1,2,5,Y,N,E,1,1
611,1,8,16,2,N,K,Y,B,B,E,2,H,B,20,2,A,R,N,94,10,N,11,A,3,40,1,1,5,Y,N,C,3,9
612,0,13,19,6,B,C,Y,B,B,D,3,L,D,10,1,D,I,N,41,14,N,17,A,2,40,1,18,2,Y,N,E,2,8
614,1,7,10,7,G,K,N,B,B,E,7,H,B,10,3,C,K,N,73,10,N,9,A,2,31,1,17,7,Y,N,E,2,1
615,1,5,18,4,N,A,Y,B,B,B,2,B,B,10,1,A,E,N,78,10,Y,7,A,2,25,1,5,3,Y,N,E,4,1
616,1,8,4,3,N,K,Y,B,B,E,12,J,B,10,1,A,K,N,70,14,N,4,A,2,34,1,1,6,Y,N,C,4,4
617,1,11,12,1,W,I,N,B,B,E,3,J,C,10,1,A,R,Y,81,5,N,12,A,4,40,2,19,7,Y,Y,E,4,10
618,0,2,3,2,C,A,N,B,B,B,8,B,B,20,1,N,B,Y,64,16,N,11,A,2,31,1,16,4,Y,Y,E,2,1
624,1,5,11,2,N,A,N,B,B,D,3,B,B,15,1,A,B,N,52,8,Y,4,A,2,40,1,19,7,Y,N,E,2,2
627,1,4,19,4,N,H,Y,B,B,E,3,J,D,20,1,A,R,N,50,11,N,4,B,1,31,1,2,4,Y,N,D,1,2
630,1,6,18,2,B,A,Y,B,B,D,8,B,B,15,1,A,B,N,94,10,Y,20,A,2,37,1,18,7,N,N,E,2,11
631,0,3,18,2,B,C,Y,B,D,D,8,L,B,10,1,A,B,N,88,13,Y,9,A,3,31,1,2,4,Y,N,C,3,8
632,1,9,18,1,B,C,N,B,B,D,12,L,B,20,3,A,E,N,99,13,N,13,B,2,37,1,1,6,Y,N,E,2,5
641,1,9,3,2,B,I,N,B,B,E,2,J,B,15,2,A,R,N,73,17,N,16,A,2,31,1,6,7,Y,N,E,2,12
642,1,5,13,5,B,I,Y,B,B,E,12,M,B,15,2,A,N,N,54,8,N,12,A,2,28,1,17,1,Y,N,E,2,1
644,1,18,6,2,W,A,Y,B,B,D,3,B,B,10,3,A,I,N,50,8,N,13,A,1,31,1,19,3,Y,N,C,3,11
648,1,15,6,4,N,A,Y,B,B,D,8,L,B,15,1,A,I,Y,61,8,N,12,A,3,34,1,2,5,Y,Y,E,3,3
651,1,3,16,2,N,K,Y,B,B,F,2,I,B,15,1,A,N,N,79,17,Y,19,A,1,37,1,24,5,Y,N,C,1,11
652,0,17,17,3,B,I,N,B,B,E,2,H,B,20,3,A,M,N,64,9,N,21,A,1,31,1,13,6,Y,N,E,1,12
653,1,6,18,2,B,A,N,B,B,D,8,B,B,15,3,A,B,N,65,9,N,14,A,2,34,1,17,3,N,N,A,2,6
655,1,1,21,5,N,B,N,B,B,D,2,D,B,10,3,A,E,N,42,17,N,6,A,2,40,1,21,4,Y,N,D,2,4
658,1,2,18,5,C,K,N,B,B,E,7,H,B,20,2,A,J,N,59,13,N,12,A,2,40,1,25,4,Y,N,E,2,2
659,0,14,15,2,N,K,Y,B,B,E,8,I,B,20,1,A,R,Y,99,18,N,15,A,6,34,2,14,7,Y,Y,D,7,11
660,1,2,19,1,N,A,N,B,B,D,8,L,B,15,1,A,A,Y,88,13,N,10,A,1,37,1,8,7,Y,Y,E,1,8
665,1,13,8,3,B,C,N,B,B,D,12,B,B,15,3,A,I,Y,67,16,Y,13,C,2,22,1,3,6,Y,Y,E,2,1
666,1,13,17,3,N,C,N,B,B,B,8,A,B,10,1,A,A,N,62,23,N,5,B,2,25,1,9,6,N,N,A,2,1
669,0,4,4,3,N,A,N,B,B,D,2,B,B,10,1,A,I,N,55,8,N,7,B,2,40,1,12,1,Y,N,E,2,1
670,1,19,19,2,N,B,Y,B,B,D,12,B,B,20,1,A,E,N,57,11,Y,5,B,2,22,1,11,7,N,N,A,2,1
671,0,8,18,2,W,I,Y,B,B,E,12,H,B,10,1,A,J,Y,52,21,N,8,A,2,22,1,17,6,Y,Y,E,4,2
674,0,13,2,1,N,A,Y,B,B,D,3,B,D,10,3,A,I,N,95,13,N,20,A,2,31,1,17,6,Y,N,E,2,2
680,0,9,5,3,N,B,N,D,B,D,3,B,B,20,1,A,B,N,56,10,N,14,B,2,40,1,13,6,N,N,A,2,1
681,1,7,15,7,N,H,N,B,B,E,8,H,B,20,2,A,R,N,71,8,Y,4,B,2,31,1,6,5,Y,N,E,2,1
683,1,2,15,1,C,A,Y,B,B,D,12,B,B,20,2,A,A,N,53,15,Y,3,A,2,31,1,24,5,Y,N,E,2,1
685,0,15,18,3,B,H,Y,B,B,D,12,B,B,15,1,A,A,N,51,13,Y,14,A,2,31,1,14,5,N,N,A,2,6
692,1,6,11,2,N,K,Y,B,B,E,3,J,B,15,1,A,K,Y,93,6,N,7,A,2,22,1,3,4,Y,Y,E,2,1
697,0,7,5,4,N,K,Y,B,B,E,3,J,B,15,1,A,K,N,90,11,Y,6,A,2,28,1,6,4,Y,N,E,6,4
698,1,16,12,2,B,I,Y,B,B,E,8,J,B,5,1,A,R,Y,70,9,N,15,A,2,34,1,1,4,Y,Y,E,2,2
700,1,17,12,7,N,H,N,B,D,E,7,H,B,20,1,A,L,N,13,7,N,13,E,2,28,1,11,7,Y,N,D,2,9
701,1,12,7,1,N,H,Y,B,B,E,3,H,B,15,1,A,R,N,48,12,N,3,B,1,25,1,4,3,Y,N,E,1,1
706,0,19,15,4,N,K,N,B,B,F,2,H,B,15,3,A,R,N,43,9,N,9,A,1,22,1,5,7,N,N,A,2,5
707,1,17,8,6,N,A,N,B,B,D,3,B,B,10,1,D,I,N,19,7,Y,14,A,2,22,1,5,6,N,N,E,2,3
715,1,6,16,4,E,A,Y,B,B,D,2,B,B,5,1,A,B,N,93,9,N,20,A,1,40,1,15,6,Y,N,E,1,11
716,1,2,18,1,C,A,Y,B,B,D,2,B,B,10,3,A,B,N,51,14,N,8,B,3,40,1,23,5,Y,N,E,2,1
717,1,11,6,1,N,H,N,B,B,E,12,H,B,20,1,A,R,N,52,19,Y,5,B,1,25,2,18,6,Y,N,C,1,1
718,1,17,6,4,B,A,N,B,B,D,12,B,B,15,3,A,B,Y,67,8,N,13,A,2,22,1,17,3,Y,Y,E,2,3
719,0,6,7,5,N,K,N,B,B,F,8,H,B,20,3,A,R,N,65,7,N,6,A,2,40,1,18,6,N,N,A,4,3
720,0,11,8,5,N,C,Y,B,B,D,8,L,C,20,1,A,I,N,44,21,N,12,A,1,22,1,24,7,Y,N,E,1,4
721,1,12,13,5,N,H,Y,B,B,E,3,H,B,10,1,A,M,Y,35,15,Y,5,B,2,40,2,2,7,Y,Y,E,3,1
722,0,5,16,2,N,A,N,B,B,D,8,B,B,20,1,A,B,Y,82,7,N,10,A,2,22,1,4,3,Y,Y,E,2,2
723,0,4,12,2,N,K,Y,B,D,E,7,H,B,15,2,A,R,N,100,8,N,20,A,1,28,1,1,7,Y,N,E,1,5
726,1,1,8,2,C,A,N,B,D,D,12,D,B,10,2,N,I,N,31,11,N,5,A,2,22,1,21,1,N,N,E,4,8
728,1,3,7,5,N,A,N,B,B,D,12,L,B,10,1,A,I,Y,43,11,Y,10,A,2,31,1,23,6,Y,Y,E,2,1
730,0,18,11,2,N,H,Y,B,B,D,12,B,B,15,3,A,I,N,53,10,N,6,A,2,25,1,5,7,Y,N,E,4,1
733,0,7,12,3,B,I,N,B,D,E,2,H,B,5,3,A,R,N,21,9,N,15,A,2,37,1,25,7,Y,N,E,2,1
734,1,13,15,5,N,K,Y,B,B,E,3,H,B,15,1,A,R,N,44,10,N,7,A,2,34,1,16,6,Y,N,C,4,6
737,1,7,17,1,B,A,N,B,B,D,12,B,C,10,1,A,H,N,47,9,N,6,A,2,31,1,19,6,Y,N,E,3,1
740,1,9,18,4,B,C,Y,B,B,D,8,B,B,10,1,A,I,Y,82,12,N,13,A,2,37,1,1,6,Y,Y,E,3,6
742,1,18,21,1,N,H,N,C,B,E,3,H,B,10,1,A,R,N,37,18,N,3,B,2,37,1,1,4,N,N,A,2,1
743,1,19,4,3,W,H,N,B,B,E,7,J,B,15,1,A,J,N,33,10,N,3,B,2,40,1,7,4,N,N,A,4,1
746,0,13,21,3,N,C,N,B,B,D,3,L,B,10,1,A,D,N,57,24,Y,4,B,1,31,1,4,3,N,N,A,1,1
747,1,8,17,1,N,H,Y,B,B,D,8,B,B,10,1,A,B,N,89,12,N,16,A,3,37,1,19,7,Y,N,E,3,11
748,1,13,21,2,W,H,N,B,B,E,3,H,B,10,3,A,R,N,7,26,Y,8,B,1,40,1,7,3,Y,N,C,1,1
751,1,3,5,3,E,H,N,B,B,D,8,B,B,20,1,A,E,Y,87,17,N,7,A,2,25,1,10,7,Y,Y,E,2,7
752,1,14,8,4,B,C,Y,D,B,D,3,L,B,10,1,A,I,N,53,19,N,7,A,1,28,1,3,1,Y,N,E,4,4
755,1,1,18,2,N,K,Y,B,B,E,2,H,B,20,1,N,N,N,41,16,N,10,A,2,40,1,21,7,Y,N,B,1,2
757,1,6,16,5,B,I,Y,B,B,E,12,H,B,10,1,A,K,N,90,8,N,14,A,2,31,1,2,5,Y,N,E,2,6
758,1,16,1,1,B,A,N,B,D,D,12,B,B,10,3,A,C,N,39,6,N,10,B,2,40,1,16,6,N,N,A,4,1
760,1,12,15,4,N,H,N,B,B,E,8,K,B,20,1,A,J,N,27,11,N,14,B,2,40,1,10,7,Y,N,E,2,1
761,1,19,16,6,B,I,Y,B,C,E,8,J,B,20,1,A,K,N,95,8,N,13,A,4,40,1,6,7,N,N,A,4,9
762,1,13,22,2,B,C,N,B,B,D,8,L,B,15,1,H,I,N,48,17,N,7,B,1,40,1,15,6,Y,N,E,1,1
766,0,6,14,1,B,H,N,B,B,E,8,I,B,20,1,A,R,Y,71,9,Y,15,B,2,40,1,8,3,Y,Y,E,2,1
767,1,8,3,2,N,K,Y,B,B,E,12,I,B,10,2,A,R,N,97,9,N,22,A,2,37,1,19,7,Y,N,D,2,3
768,1,10,19,5,N,H,N,B,B,B,12,B,B,15,2,A,B,Y,43,19,N,14,A,1,28,1,4,6,Y,Y,E,1,6
769,0,18,3,2,B,C,Y,B,C,D,3,B,B,10,1,A,I,N,93,14,Y,8,A,2,22,1,16,3,N,N,A,2,3
771,1,10,5,3,N,C,N,B,B,D,8,A,B,15,3,A,I,N,41,15,Y,4,B,6,34,3,6,6,Y,N,C,6,1
772,1,10,15,2,G,K,N,B,C,E,7,H,B,5,1,A,R,N,86,14,N,15,A,2,31,1,7,3,Y,N,E,2,11
775,1,1,19,3,C,A,N,B,B,B,8,L,B,20,1,A,E,N,20,20,N,17,A,2,34,1,21,3,N,N,B,1,1
776,1,17,9,5,N,K,N,B,B,E,8,H,B,20,1,A,K,N,72,7,Y,4,C,1,37,1,13,1,Y,N,E,1,1
777,1,2,4,3,C,A,Y,B,B,D,7,B,B,10,3,A,B,N,91,10,N,14,A,1,31,1,17,6,Y,N,E,1,1
779,1,5,15,2,B,A,N,B,B,D,8,B,B,20,0,A,B,Y,90,5,N,17,C,2,40,2,4,7,Y,Y,E,2,2
782,1,19,17,5,B,B,Y,B,B,B,8,B,B,5,1,A,I,N,44,18,Y,6,A,4,28,1,17,1,N,N,A,4,6
785,1,13,20,5,N,K,N,B,B,F,3,H,B,20,1,A,R,N,51,23,N,6,A,2,28,1,3,6,Y,N,E,2,3
786,1,7,4,3,N,K,Y,B,B,E,8,H,B,20,1,A,R,N,17,11,Y,8,A,2,25,1,3,5,N,N,E,4,3
787,1,8,15,4,N,K,Y,B,D,E,8,H,B,15,1,A,R,N,84,10,N,5,A,2,40,1,4,2,Y,N,E,3,1
788,1,19,13,1,N,C,N,B,B,D,3,L,B,20,1,A,I,Y,99,10,N,19,A,1,37,2,21,5,Y,Y,C,2,12
789,0,4,8,6,N,K,N,B,B,E,8,H,B,15,2,A,J,N,84,10,Y,13,A,2,40,1,19,1,Y,N,C,2,6
797,1,16,10,1,N,A,Y,B,B,D,12,B,B,15,1,A,G,Y,45,8,N,6,A,2,34,1,13,3,N,Y,A,2,3
798,1,7,9,6,N,K,Y,B,B,E,2,J,B,15,1,A,P,N,32,8,N,13,A,4,37,1,9,3,N,N,C,5,7
799,0,6,20,3,N,K,Y,B,B,E,3,H,B,10,3,A,Q,N,78,15,Y,14,A,2,31,1,23,6,Y,N,E,2,3
800,1,19,3,1,N,K,N,D,B,E,12,H,B,10,1,A,J,Y,61,15,Y,13,C,2,34,1,16,6,Y,Y,E,3,1
803,0,12,21,2,N,B,Y,B,B,D,8,L,B,10,1,A,B,N,43,19,Y,5,B,2,37,1,2,6,N,N,A,4,1
804,0,8,18,2,N,K,N,B,B,E,12,J,B,15,1,A,K,N,29,10,N,3,A,1,40,1,21,5,N,N,A,1,1
